Gene	ModelName	Beta	FDR
GARIN2	Mel270	0.1833	0.50171
GARIN2	Mel285	0.16965	0.73503
GARIN2	MP38	0.099632	0.7573
GARIN2	MP41	0.14779	0.53546
GARIN2	MP46	0.046742	0.93632
GARIN2	OMM1	0.13094	0.66656
GARIN2	OMM23	0.059457	0.89187
GARIN2	OMM25	0.13257	0.68509
GARIN5A	921	0.22366	0.80404
GARIN5A	Mel202	-0.028686	0.99866
GARIN5A	Mel270	-0.045649	0.96558
GARIN5A	Mel285	0.15395	0.77512
GARIN5A	MP38	0.059547	0.88151
GARIN5A	MP41	-0.079723	0.89683
GARIN5A	MP46	-0.0022428	0.9901
GARIN5A	OMM1	-0.01288	0.99428
GARIN5A	OMM23	0.14261	0.58749
GARIN5A	OMM25	0.11952	0.72638
GARIN1B	921	-0.16143	0.82922
GARIN1B	Mel202	-0.078939	0.94785
GARIN1B	Mel270	0.033835	0.92152
GARIN1B	Mel285	0.1858	0.69425
GARIN1B	MP38	0.053893	0.89734
GARIN1B	MP41	0.12855	0.6084
GARIN1B	MP46	0.064568	0.89454
GARIN1B	OMM1	0.037811	0.93289
GARIN1B	OMM23	0.11905	0.696
GARIN1B	OMM25	0.046814	0.91556
GARIN1A	921	0.1322	0.9189
GARIN1A	Mel202	-0.1338	0.86999
GARIN1A	Mel270	-0.28048	0.59364
GARIN1A	Mel285	0.1689	0.7373
GARIN1A	MP38	0.021364	0.95839
GARIN1A	MP41	-0.10662	0.84567
GARIN1A	MP46	0.0051575	0.99837
GARIN1A	OMM1	0.061984	0.89069
GARIN1A	OMM23	-0.092777	0.91517
GARIN1A	OMM25	0.058834	0.88777
FAM72D	921	-1.1638	0.002924
FAM72D	Mel202	-1.0535	0.021303
FAM72D	Mel270	-0.79248	0.047319
FAM72D	Mel285	-0.63063	0.0093023
FAM72D	MP38	-0.48192	0.096844
FAM72D	MP41	-0.76799	0.015317
FAM72D	MP46	-0.19425	0.47601
FAM72D	OMM1	-0.6297	0.12414
FAM72D	OMM23	-0.80509	0.045455
FAM72D	OMM25	-1.0185	0.0032949
MIGA1	921	0.34411	0.59203
MIGA1	Mel202	0.16483	0.59153
MIGA1	Mel270	0.13869	0.6645
MIGA1	Mel285	0.15977	0.7624
MIGA1	MP38	0.10407	0.74321
MIGA1	MP41	0.023847	0.94205
MIGA1	MP46	0.12844	0.66091
MIGA1	OMM1	0.048253	0.91485
MIGA1	OMM23	0.13852	0.60909
MIGA1	OMM25	0.14425	0.64247
MIGA2	921	0.26043	0.74236
MIGA2	Mel202	0.067292	0.86344
MIGA2	Mel270	0.16795	0.55847
MIGA2	Mel285	0.053315	0.96732
MIGA2	MP38	-0.060695	0.92443
MIGA2	MP41	-0.065498	0.92386
MIGA2	MP46	0.015826	0.98062
MIGA2	OMM1	-0.053454	0.96761
MIGA2	OMM23	-0.06804	0.94826
MIGA2	OMM25	-0.061862	0.95552
FAM76A	921	-0.098824	0.89233
FAM76A	Mel202	-0.11117	0.903
FAM76A	Mel270	-0.11591	0.86751
FAM76A	Mel285	0.05244	0.9685
FAM76A	MP38	-0.049568	0.9397
FAM76A	MP41	-0.088318	0.88095
FAM76A	MP46	-0.0082185	0.98072
FAM76A	OMM1	4.2995e-4	0.98183
FAM76A	OMM23	-0.042295	0.97786
FAM76A	OMM25	-0.079177	0.93543
FAM76B	921	-0.16352	0.84439
FAM76B	Mel202	0.1081	0.80056
FAM76B	Mel270	0.1167	0.77868
FAM76B	Mel285	0.040329	0.98612
FAM76B	MP38	0.099988	0.79752
FAM76B	MP41	-0.056744	0.94195
FAM76B	MP46	0.086283	0.86163
FAM76B	OMM1	0.060881	0.91144
FAM76B	OMM23	-0.10004	0.90418
FAM76B	OMM25	0.046227	0.93369
FAM78A	921	0.30177	0.67062
FAM78A	Mel202	0.1439	0.66961
FAM78A	Mel270	0.16769	0.55876
FAM78A	Mel285	0.10536	0.88567
FAM78A	MP38	0.10135	0.75188
FAM78A	MP41	0.058197	0.86003
FAM78A	MP46	0.13118	0.64907
FAM78A	OMM1	0.14008	0.62913
FAM78A	OMM23	0.10977	0.73593
FAM78A	OMM25	0.04751	0.914
FAM78B	921	0.1793	0.86936
FAM78B	Mel202	-0.0065362	0.98264
FAM78B	Mel270	-0.021144	0.99289
FAM78B	Mel285	0.050639000000000003	0.96949
FAM78B	MP38	0.077513	0.83057
FAM78B	MP41	0.15172	0.51841
FAM78B	MP46	0.074373	0.87275
FAM78B	OMM1	0.15194	0.57526
FAM78B	OMM23	0.083531	0.82604
FAM78B	OMM25	0.098942	0.79655
FAM81A	921	-0.038586	0.94955
FAM81A	Mel202	0.10532	0.76861
FAM81A	Mel270	0.073923	0.8489
FAM81A	Mel285	0.13572	0.81216
FAM81A	MP38	0.060885	0.87993
FAM81A	MP41	0.058579	0.86003
FAM81A	MP46	0.054429	0.91624
FAM81A	OMM1	0.12662	0.6809
FAM81A	OMM23	0.066467	0.87277
FAM81A	OMM25	-0.091662	0.91807
FAM81B	921	0.033863	0.99944
FAM81B	Mel202	0.17483	0.55663
FAM81B	Mel270	0.0079562	0.968
FAM81B	Mel285	0.17566	0.7226
FAM81B	MP38	0.027748	0.94476
FAM81B	MP41	0.098711	0.72369000000000006
FAM81B	MP46	0.034721	0.95745
FAM81B	OMM1	-0.10283	0.90792
FAM81B	OMM23	0.018756	0.97415
FAM81B	OMM25	-0.0097046	0.99239
FAM83A	921	-0.35317	0.6312
FAM83A	Mel202	-0.43326	0.47959
FAM83A	Mel270	0.079351	0.86163
FAM83A	Mel285	-0.086226	0.86559
FAM83A	MP38	-0.02588	0.97762
FAM83A	MP41	-0.19089	0.69712
FAM83A	MP46	-0.034617	0.95078
FAM83A	OMM1	0.12878	0.73575
FAM83A	OMM23	0.10103	0.80938
FAM83A	OMM25	-0.059347	0.95677
FAM83B	921	0.2295	0.79482
FAM83B	Mel202	0.14212	0.67341
FAM83B	Mel270	0.076006	0.84398
FAM83B	Mel285	0.36297	0.15736
FAM83B	MP38	0.11391	0.69788
FAM83B	MP41	0.18167	0.39363
FAM83B	MP46	0.073965	0.87469
FAM83B	OMM1	0.063445	0.88886
FAM83B	OMM23	0.26792	0.094536
FAM83B	OMM25	0.065001	0.8771
FAM83C	921	0.052924	0.99043
FAM83C	Mel202	-0.16003	0.83236
FAM83C	Mel270	-0.11039	0.87227
FAM83C	Mel285	-0.13353	0.75804
FAM83C	MP38	-0.020108	0.98558
FAM83C	MP41	-0.06567	0.9237
FAM83C	MP46	-0.074684	0.86381
FAM83C	OMM1	0.066774	0.87939
FAM83C	OMM23	0.13611	0.61531
FAM83C	OMM25	-0.1846	0.77949
FAM83D	921	0.11511	0.93677
FAM83D	Mel202	-0.048642	0.98195
FAM83D	Mel270	0.10051	0.78497
FAM83D	Mel285	-0.085095	0.85
FAM83D	MP38	-0.12127	0.81847
FAM83D	MP41	-0.080607	0.89557
FAM83D	MP46	-0.13087	0.70679
FAM83D	OMM1	-0.13993	0.85808
FAM83D	OMM23	0.027631	0.96333
FAM83D	OMM25	-0.053671	0.96498
FAM83E	921	-0.081469	0.90532
FAM83E	Mel202	-0.29096	0.64214
FAM83E	Mel270	-0.04627	0.96463
FAM83E	Mel285	0.0081875	0.98686
FAM83E	MP38	0.032153	0.93672
FAM83E	MP41	-0.20015	0.63304
FAM83E	MP46	0.038155	0.95078
FAM83E	OMM1	-0.35029	0.48974
FAM83E	OMM23	-0.12559	0.86409
FAM83E	OMM25	-0.27709	0.62388
FAM83F	921	0.33357	0.60674
FAM83F	Mel202	0.12949	0.70566
FAM83F	Mel270	0.014581	0.95857
FAM83F	Mel285	0.2105	0.61694
FAM83F	MP38	-0.022939	0.98142
FAM83F	MP41	-0.031418	0.97425
FAM83F	MP46	0.072611	0.87667
FAM83F	OMM1	0.14878	0.59596
FAM83F	OMM23	0.13033	0.64553
FAM83F	OMM25	0.20823	0.37615
FAM83G	921	0.18792	0.85701
FAM83G	Mel202	-0.040006	0.98897
FAM83G	Mel270	0.069065	0.85733
FAM83G	Mel285	0.090131	0.91382
FAM83G	MP38	-0.050994	0.93672
FAM83G	MP41	0.05814	0.86003
FAM83G	MP46	-0.074987	0.86338
FAM83G	OMM1	0.11481	0.72526
FAM83G	OMM23	-0.023015	0.98982
FAM83G	OMM25	0.088669	0.82258
FAM83H	921	0.064737	0.98066
FAM83H	Mel202	-0.32863	0.5804
FAM83H	Mel270	0.12297	0.71364
FAM83H	Mel285	0.037895	0.98643
FAM83H	MP38	0.014683	0.96959
FAM83H	MP41	-0.046909	0.95119
FAM83H	MP46	0.038785	0.95078
FAM83H	OMM1	0.17795	0.45108
FAM83H	OMM23	0.11905	0.696
FAM83H	OMM25	0.050978	0.90749
LRATD1	921	0.1345	0.92459
LRATD1	Mel202	0.18971	0.57984
LRATD1	Mel270	0.039386	0.92994
LRATD1	Mel285	0.13638	0.84593
LRATD1	MP38	0.1052	0.78219
LRATD1	MP41	0.11245	0.72615
LRATD1	MP46	0.032915	0.96226
LRATD1	OMM1	0.082831	0.86824
LRATD1	OMM23	0.14846	0.63468
LRATD1	OMM25	0.14929	0.68659
LRATD2	921	-0.020998	0.96187
LRATD2	Mel202	-0.57809	0.2302
LRATD2	Mel270	0.11652	0.73514
LRATD2	Mel285	-0.017402	0.95216
LRATD2	MP38	-0.10603	0.84612
LRATD2	MP41	-0.14143	0.76492
LRATD2	MP46	-0.07828	0.85437
LRATD2	OMM1	0.065962	0.88275
LRATD2	OMM23	0.064462	0.87838
LRATD2	OMM25	0.066557	0.87385
EEF2KMT	921	-0.23501	0.77181
EEF2KMT	Mel202	-0.74229	0.16464
EEF2KMT	Mel270	-0.55349	0.27212
EEF2KMT	Mel285	-0.46016	0.20811
EEF2KMT	MP38	-0.24765	0.59304
EEF2KMT	MP41	-0.48362	0.22951
EEF2KMT	MP46	-0.10164	0.82471
EEF2KMT	OMM1	-0.49701	0.35473
EEF2KMT	OMM23	-0.29827	0.62618
EEF2KMT	OMM25	-0.55375	0.28772
FAM86B1	921	-1.7114	0.32214
FAM86B1	Mel202	-2.2868	0.18997
FAM86B1	Mel270	-1.3348	0.35402
FAM86B1	Mel285	-0.84803	0.3668
FAM86B1	MP38	-0.6656	0.46145
FAM86B1	MP41	-1.0991	0.29069
FAM86B1	MP46	-0.38337	0.62474
FAM86B1	OMM1	-1.4155	0.33426
FAM86B1	OMM23	-1.6357	0.29253
FAM86B1	OMM25	-1.4165	0.32985
FAM86B2	921	-0.27848	0.88686
FAM86B2	Mel202	-0.84625	0.52126
FAM86B2	Mel270	0.080806	0.95612
FAM86B2	Mel285	-0.23608	0.81487
FAM86B2	MP38	-0.0032687	0.99165
FAM86B2	MP41	0.041408	0.97656
FAM86B2	MP46	0.082123	0.95117
FAM86B2	OMM1	-0.21605	0.83401
FAM86B2	OMM23	0.26721	0.6598
FAM86B2	OMM25	0.0054489	0.98704
FAM86C1P	921	-0.82556	0.42302
FAM86C1P	Mel202	-0.5207	0.57739
FAM86C1P	Mel270	-0.50916	0.54074
FAM86C1P	Mel285	-0.38022	0.54639
FAM86C1P	MP38	-0.039261	0.95879
FAM86C1P	MP41	-0.1455	0.83512
FAM86C1P	MP46	0.053748	0.95746
FAM86C1P	OMM1	-0.78966	0.34856
FAM86C1P	OMM23	-0.45458	0.58591
FAM86C1P	OMM25	-0.65701	0.43243
FAM89A	921	0.10251	0.95099
FAM89A	Mel202	0.031902	0.92983
FAM89A	Mel270	0.084094	0.82679
FAM89A	Mel285	0.068744	0.94245
FAM89A	MP38	0.07063	0.8473
FAM89A	MP41	0.10306	0.70786
FAM89A	MP46	0.096303	0.7994
FAM89A	OMM1	0.12012	0.70703
FAM89A	OMM23	0.11276	0.72016
FAM89A	OMM25	0.10765	0.77206
FAM89B	921	-0.22393	0.74823
FAM89B	Mel202	-0.13118	0.8739
FAM89B	Mel270	-0.059509	0.9446
FAM89B	Mel285	-0.18629	0.64197
FAM89B	MP38	0.045232	0.91682
FAM89B	MP41	-0.099418	0.85933
FAM89B	MP46	0.036793	0.95199
FAM89B	OMM1	-0.069876	0.94955
FAM89B	OMM23	-0.26061	0.63714
FAM89B	OMM25	-0.028912	0.98681
FAM8A1	921	-0.36783	0.55313
FAM8A1	Mel202	-0.13434	0.86949
FAM8A1	Mel270	-0.12457	0.85421
FAM8A1	Mel285	0.24842	0.48614
FAM8A1	MP38	0.034788	0.93246
FAM8A1	MP41	-0.11587	0.82918
FAM8A1	MP46	-0.019223	0.96633
FAM8A1	OMM1	0.0095344	0.97129
FAM8A1	OMM23	-0.052796	0.96714
FAM8A1	OMM25	0.12204	0.7202
FAM90A1	921	0.011657	0.98863
FAM90A1	Mel202	0.31917	0.27726
FAM90A1	Mel270	-0.012664	0.99088
FAM90A1	Mel285	0.2296	0.69513
FAM90A1	MP38	-0.0093055	0.99258
FAM90A1	MP41	0.12386	0.75102
FAM90A1	MP46	-0.013834	0.97696
FAM90A1	OMM1	0.13098	0.79185
FAM90A1	OMM23	0.078086	0.90242
FAM90A1	OMM25	0.040498	0.95914
FAM91A1	921	-0.66373	0.2007
FAM91A1	Mel202	-0.5239	0.28571
FAM91A1	Mel270	-0.47286	0.28875
FAM91A1	Mel285	-0.21769	0.56474
FAM91A1	MP38	-0.38084	0.22794
FAM91A1	MP41	-0.25176	0.53547
FAM91A1	MP46	-0.23487	0.3147
FAM91A1	OMM1	-0.3057	0.57485
FAM91A1	OMM23	-0.37931	0.43457
FAM91A1	OMM25	-0.45315	0.33448
CIBAR1	921	-0.12581	0.86572
CIBAR1	Mel202	-0.15894	0.83339
CIBAR1	Mel270	0.046741	0.8986
CIBAR1	Mel285	-0.047094	0.91557
CIBAR1	MP38	-0.034359	0.9663
CIBAR1	MP41	0.079917	0.7945
CIBAR1	MP46	-0.024224	0.96078
CIBAR1	OMM1	0.12994	0.66825
CIBAR1	OMM23	0.13266	0.63599000000000006
CIBAR1	OMM25	-0.070577	0.94644
CIBAR2	921	-0.086234	0.90119
CIBAR2	Mel202	-0.19392	0.7772
CIBAR2	Mel270	0.032052	0.92575
CIBAR2	Mel285	0.04512	0.97668
CIBAR2	MP38	0.0176	0.96701
CIBAR2	MP41	0.096412	0.72982
CIBAR2	MP46	0.037438	0.95135
CIBAR2	OMM1	0.016871	0.96622
CIBAR2	OMM23	0.013169	0.97829
CIBAR2	OMM25	0.0034814	0.97833
CIAO2A	921	-0.5765	0.1601
CIAO2A	Mel202	-0.36747	0.40816
CIAO2A	Mel270	-0.3706	0.31288
CIAO2A	Mel285	-0.16998	0.6048
CIAO2A	MP38	-0.035674	0.96039
CIAO2A	MP41	-0.17152	0.64068
CIAO2A	MP46	-0.042833	0.91548
CIAO2A	OMM1	-0.24125	0.6156
CIAO2A	OMM23	-0.24843	0.58254
CIAO2A	OMM25	-0.3711	0.34184
CIAO2B	921	-0.61231	0.2481
CIAO2B	Mel202	-1.2186	0.010453
CIAO2B	Mel270	-0.49217	0.26412
CIAO2B	Mel285	-0.24787	0.49588
CIAO2B	MP38	-0.44403	0.14286
CIAO2B	MP41	-0.12403	0.80746
CIAO2B	MP46	-0.21306	0.40166
CIAO2B	OMM1	-0.83012	0.038668
CIAO2B	OMM23	-0.91871	0.021592
CIAO2B	OMM25	-0.66898	0.12113
FAM98A	921	-0.088539	0.89948
FAM98A	Mel202	-0.0062491	0.98232
FAM98A	Mel270	-0.36363	0.46364
FAM98A	Mel285	-0.047904	0.91468
FAM98A	MP38	0.0097149	0.97853
FAM98A	MP41	0.019815	0.94585
FAM98A	MP46	-0.065039	0.88646
FAM98A	OMM1	-0.27944	0.62468
FAM98A	OMM23	-0.15254	0.8209
FAM98A	OMM25	-0.50965	0.25501
FAM98B	921	-1.0386	0.021053
FAM98B	Mel202	-0.32086	0.59153
FAM98B	Mel270	-0.2801	0.59481
FAM98B	Mel285	-0.34094	0.31464
FAM98B	MP38	-0.082312	0.89309
FAM98B	MP41	-0.13829	0.77133
FAM98B	MP46	-0.069558	0.87667
FAM98B	OMM1	-0.24582	0.6828
FAM98B	OMM23	-0.39106	0.41783
FAM98B	OMM25	-0.12261	0.87381
FAM98C	921	0.16574	0.88521
FAM98C	Mel202	0.066551	0.86441
FAM98C	Mel270	0.074761	0.84716
FAM98C	Mel285	0.047127	0.97357
FAM98C	MP38	0.09733	0.76395
FAM98C	MP41	-0.047821	0.95065
FAM98C	MP46	-0.0024969	0.9901
FAM98C	OMM1	-0.10792	0.90266
FAM98C	OMM23	-0.11121	0.88345
FAM98C	OMM25	-0.052227	0.96714
FAM9A	921	0.23269	0.79089
FAM9A	Mel202	0.2363	0.33974
FAM9A	Mel270	0.23114	0.32398
FAM9A	Mel285	0.17841	0.71226
FAM9A	MP38	0.092576	0.7837
FAM9A	MP41	0.2237	0.21502
FAM9A	MP46	0.087871	0.83455
FAM9A	OMM1	0.25567	0.15198
FAM9A	OMM23	0.032001	0.95617
FAM9A	OMM25	0.2196	0.33402
FAM9B	921	0.12089	0.9378
FAM9B	Mel202	0.31589	0.18327
FAM9B	Mel270	0.25971	0.29822
FAM9B	Mel285	0.088095	0.92413
FAM9B	MP38	0.08764	0.83213
FAM9B	MP41	0.12707	0.67564
FAM9B	MP46	0.070939	0.89559
FAM9B	OMM1	0.33621	0.053521
FAM9B	OMM23	0.11461	0.77168
FAM9B	OMM25	0.43629	0.015544
FAM9C	921	0.29164	0.68791
FAM9C	Mel202	0.1386	0.68199
FAM9C	Mel270	0.15476	0.60311
FAM9C	Mel285	-0.083545	0.85354
FAM9C	MP38	0.13225	0.61315
FAM9C	MP41	0.18695	0.37163
FAM9C	MP46	0.05224	0.92227
FAM9C	OMM1	0.23991	0.19251
FAM9C	OMM23	0.34516	0.012924
FAM9C	OMM25	0.15037	0.61582
FAN1	921	0.058749	0.98549
FAN1	Mel202	-0.031577	0.99689
FAN1	Mel270	0.073247	0.84968
FAN1	Mel285	0.073914	0.93257
FAN1	MP38	0.13473	0.60293
FAN1	MP41	0.086816	0.76825
FAN1	MP46	0.062578	0.89929
FAN1	OMM1	-0.0251	0.99208
FAN1	OMM23	0.010721	0.98017
FAN1	OMM25	-0.097287	0.91107
FANCA	921	0.042264	0.9966
FANCA	Mel202	0.025658	0.93787
FANCA	Mel270	0.072018	0.85061
FANCA	Mel285	-0.17414	0.6717
FANCA	MP38	-0.016996	0.99051
FANCA	MP41	0.081134	0.78832
FANCA	MP46	0.060061	0.90395
FANCA	OMM1	0.040924	0.93023
FANCA	OMM23	-0.0045291	0.99343
FANCA	OMM25	0.073686	0.85654
FANCB	921	0.22427	0.80313
FANCB	Mel202	0.16798	0.58113
FANCB	Mel270	0.15318	0.61105
FANCB	Mel285	-0.10848	0.79892
FANCB	MP38	0.14509	0.54951
FANCB	MP41	0.27045	0.086529
FANCB	MP46	0.092905	0.8149
FANCB	OMM1	0.059337	0.89323
FANCB	OMM23	0.17256	0.4419
FANCB	OMM25	0.25788	0.20101
FANCC	921	0.22685	0.79993
FANCC	Mel202	0.12417	0.72069
FANCC	Mel270	-0.0098937	0.99042
FANCC	Mel285	0.012099	0.9892
FANCC	MP38	0.04117	0.92425
FANCC	MP41	0.01204	0.9594
FANCC	MP46	0.12019	0.70679
FANCC	OMM1	-0.083149	0.93299
FANCC	OMM23	-0.057684	0.96329
FANCC	OMM25	0.016754	0.96305
FANCD2	921	0.093168	0.95798
FANCD2	Mel202	-0.17127	0.81872
FANCD2	Mel270	0.018589	0.95239
FANCD2	Mel285	-0.13703	0.75153
FANCD2	MP38	-0.069797	0.91259
FANCD2	MP41	-0.048577	0.94917
FANCD2	MP46	0.040237	0.94855
FANCD2	OMM1	-0.10428	0.90614
FANCD2	OMM23	0.15675	0.51656
FANCD2	OMM25	-0.15845	0.82171
FANCD2OS	921	0.41007	0.44151
FANCD2OS	Mel202	0.18118	0.5286
FANCD2OS	Mel270	0.22051	0.36403
FANCD2OS	Mel285	0.24349	0.50832
FANCD2OS	MP38	0.035931	0.93065
FANCD2OS	MP41	0.2421	0.15527
FANCD2OS	MP46	0.13108	0.64907
FANCD2OS	OMM1	0.090743	0.81309
FANCD2OS	OMM23	0.10604	0.75053
FANCD2OS	OMM25	0.15998	0.57557
FANCE	921	-0.40074	0.5051
FANCE	Mel202	-0.2559	0.6917
FANCE	Mel270	-0.1774	0.77605
FANCE	Mel285	-0.063104	0.88985
FANCE	MP38	-0.10459	0.84632
FANCE	MP41	-0.1257	0.8033
FANCE	MP46	-0.078475	0.85406
FANCE	OMM1	-0.040523000000000003	0.97843
FANCE	OMM23	0.04308	0.92928
FANCE	OMM25	-0.13004	0.86237
FANCF	921	0.374	0.52332
FANCF	Mel202	0.095015	0.79856
FANCF	Mel270	0.12244	0.71409
FANCF	Mel285	-0.02498	0.94175
FANCF	MP38	0.038574	0.92807
FANCF	MP41	0.15984	0.48711
FANCF	MP46	0.011181	0.98826
FANCF	OMM1	-0.05509	0.96622
FANCF	OMM23	0.096397	0.7862
FANCF	OMM25	0.057993	0.88921
FANCG	921	0.36903	0.53859
FANCG	Mel202	0.37811	0.03764
FANCG	Mel270	0.28962	0.13602
FANCG	Mel285	0.1918	0.6717
FANCG	MP38	0.12624	0.64502
FANCG	MP41	0.2147	0.25231
FANCG	MP46	0.1723	0.4276
FANCG	OMM1	0.094015	0.80493
FANCG	OMM23	0.056634	0.90088
FANCG	OMM25	0.20147	0.40817
FANCI	921	0.011368	0.9855
FANCI	Mel202	-0.22077	0.73944
FANCI	Mel270	-0.16397	0.7997
FANCI	Mel285	-0.066897	0.88322
FANCI	MP38	-0.17326	0.70033
FANCI	MP41	0.03878	0.91078
FANCI	MP46	-0.016802	0.96984
FANCI	OMM1	-0.071615	0.9458
FANCI	OMM23	0.037894	0.94083
FANCI	OMM25	-0.071815	0.94579
FANCL	921	0.14265	0.90606
FANCL	Mel202	-0.031836	0.99689
FANCL	Mel270	-0.2125	0.71409
FANCL	Mel285	-0.13687	0.75163
FANCL	MP38	-0.022971	0.98141
FANCL	MP41	0.079623	0.79642
FANCL	MP46	0.062022	0.90118
FANCL	OMM1	0.057925	0.89486
FANCL	OMM23	0.05175	0.91517
FANCL	OMM25	-0.078172	0.93618
FANCM	921	0.12447	0.93551
FANCM	Mel202	-0.097893	0.92254
FANCM	Mel270	-0.30816	0.60311
FANCM	Mel285	-0.1214	0.80172
FANCM	MP38	-0.15168	0.78
FANCM	MP41	-0.055508	0.9425
FANCM	MP46	-0.013357	0.97544
FANCM	OMM1	-0.038155	0.97628
FANCM	OMM23	-0.027859	0.98368
FANCM	OMM25	-0.21779	0.75674
FANK1	921	0.21455	0.81924
FANK1	Mel202	0.18001	0.53222
FANK1	Mel270	0.17119	0.54666
FANK1	Mel285	0.2487	0.48517
FANK1	MP38	0.18627	0.33153
FANK1	MP41	0.068614	0.83394
FANK1	MP46	0.11322	0.7337
FANK1	OMM1	0.26935	0.1244
FANK1	OMM23	0.19365	0.34986
FANK1	OMM25	0.24653	0.23244
FAP	921	-3.1079e-5	0.97724
FAP	Mel202	-0.083361	0.94052
FAP	Mel270	-0.06466	0.93602
FAP	Mel285	-0.13518	0.75326
FAP	MP38	-0.11187	0.83371
FAP	MP41	-0.033775	0.97081
FAP	MP46	-0.18576	0.50099
FAP	OMM1	-0.18882	0.78432
FAP	OMM23	-0.27731	0.60618
FAP	OMM25	-0.087897	0.92401
FAR1	921	-0.044421	0.94239
FAR1	Mel202	0.35969	0.045375
FAR1	Mel270	0.34612	0.042484
FAR1	Mel285	-0.032386	0.93203
FAR1	MP38	0.13706	0.59501
FAR1	MP41	0.21852	0.23317
FAR1	MP46	0.11493	0.72453
FAR1	OMM1	0.12877	0.67305
FAR1	OMM23	0.15386	0.53114
FAR1	OMM25	0.0061671	0.97413
FAR2	921	-0.72582	0.14336
FAR2	Mel202	-0.57991	0.22784
FAR2	Mel270	-0.40926	0.38741
FAR2	Mel285	-0.18411	0.64893
FAR2	MP38	-0.15922	0.73434
FAR2	MP41	-0.30155	0.4366
FAR2	MP46	-0.04169	0.9358
FAR2	OMM1	-0.29279	0.60054
FAR2	OMM23	-0.32175	0.52958
FAR2	OMM25	-0.60021	0.17107
FARP1	921	0.09599	0.92915
FARP1	Mel202	0.12285	0.57196
FARP1	Mel270	0.18025	0.28035
FARP1	Mel285	0.18147	0.54043
FARP1	MP38	0.042551	0.87343
FARP1	MP41	0.060484	0.76497
FARP1	MP46	0.022818	0.96226
FARP1	OMM1	0.09073	0.67494
FARP1	OMM23	0.11183	0.54906
FARP1	OMM25	0.1874	0.22901
FARP2	921	0.56937	0.14991
FARP2	Mel202	0.16664	0.58655
FARP2	Mel270	0.1903	0.4798
FARP2	Mel285	0.12288	0.84738
FARP2	MP38	0.0058709	0.98558
FARP2	MP41	0.19651	0.33004
FARP2	MP46	0.12411	0.68406
FARP2	OMM1	0.21736	0.27537
FARP2	OMM23	0.03514	0.94844
FARP2	OMM25	0.084192	0.83489
FARS2	921	-0.023475	0.95925
FARS2	Mel202	-0.58961	0.21778
FARS2	Mel270	0.026765	0.93537
FARS2	Mel285	0.22456	0.56701
FARS2	MP38	0.12101	0.66305
FARS2	MP41	-0.26586	0.50768
FARS2	MP46	0.030345	0.96226
FARS2	OMM1	-0.3092	0.56846
FARS2	OMM23	-0.22891	0.69462
FARS2	OMM25	-0.14504	0.83871
FARSA	921	-0.83262	0.083933
FARSA	Mel202	-1.3334	0.0063694
FARSA	Mel270	-0.84249	0.036173
FARSA	Mel285	-0.29107	0.40854
FARSA	MP38	-0.17323	0.70033
FARSA	MP41	-1.013	0
FARSA	MP46	-0.026752	0.95922
FARSA	OMM1	-1.282	0.004158
FARSA	OMM23	-1.2815	0.0047393
FARSA	OMM25	-1.3022	0
FARSB	921	-1.3143	0
FARSB	Mel202	-1.6508	0
FARSB	Mel270	-1.1146	0.0059172
FARSB	Mel285	-0.65478	0.0093023
FARSB	MP38	-0.34181	0.30581
FARSB	MP41	-1.2221	0
FARSB	MP46	-0.16915	0.57068
FARSB	OMM1	-1.5126	0
FARSB	OMM23	-1.6507	0
FARSB	OMM25	-1.5977	0
FAS	921	-0.074141	0.91247
FAS	Mel202	-0.27019	0.67341
FAS	Mel270	-0.12162	0.85858
FAS	Mel285	0.024149	0.99732
FAS	MP38	-0.10063	0.8532
FAS	MP41	-0.10271	0.85393
FAS	MP46	-0.023965	0.96147
FAS	OMM1	-0.0033811	0.98703
FAS	OMM23	-0.043702	0.97594
FAS	OMM25	-0.18629	0.77641
FASLG	921	0.49311	0.27628
FASLG	Mel202	0.45291	0.0082305
FASLG	Mel270	0.25808	0.22257
FASLG	Mel285	0.33414	0.22388
FASLG	MP38	0.19202	0.29408
FASLG	MP41	0.24995	0.12859
FASLG	MP46	0.21603	0.1844
FASLG	OMM1	0.38496	0.0062016
FASLG	OMM23	0.14519	0.5772
FASLG	OMM25	0.28925	0.11855
FASN	921	-0.25152	0.71869
FASN	Mel202	-0.25857	0.6906
FASN	Mel270	-0.23883	0.6694
FASN	Mel285	-0.078069	0.86357
FASN	MP38	0.04892	0.90959
FASN	MP41	-0.4427	0.18495
FASN	MP46	0.037766	0.95116
FASN	OMM1	-0.89806	0.022333
FASN	OMM23	-0.33219	0.51348
FASN	OMM25	-0.39428	0.42189
FASTK	921	0.06537	0.98002
FASTK	Mel202	-0.081978	0.94298
FASTK	Mel270	0.049971	0.89257
FASTK	Mel285	0.29195	0.35234
FASTK	MP38	0.043487	0.9221
FASTK	MP41	-0.0073896	0.98985
FASTK	MP46	0.069973	0.88245
FASTK	OMM1	0.11377	0.73054
FASTK	OMM23	0.18462	0.38378
FASTK	OMM25	0.070152	0.86618
FASTKD1	921	0.099006	0.95346
FASTKD1	Mel202	0.07153	0.85107
FASTKD1	Mel270	0.040916	0.90916
FASTKD1	Mel285	-0.0032286	0.97183
